Data As Of,Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Cause,Natural Cause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J09-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)",flag_allcause,flag_natcause,flag_sept,flag_neopl,flag_diab,flag_alz,flag_inflpn,flag_clrd,flag_otherresp,flag_nephr,flag_otherunk,flag_hd,flag_stroke,flag_cov19mcod,flag_cov19ucod
05/31/2023,United States,2022,36,2022-09-10,"58,814","52,488",766,"11,555","1,769","2,101",720,"2,522",842,"1,043",722,"12,729","2,981","2,804","1,774",,,,,,,,,,,,,,,
05/31/2023,United States,2022,37,2022-09-17,"58,372","52,487",777,"11,804","1,720","2,179",696,"2,606",889,"1,085",683,"12,500","2,994","2,515","1,594",,,,,,,,,,,,,,,
05/31/2023,United States,2022,38,2022-09-24,"58,866","52,860",822,"11,832","1,814","2,167",685,"2,602",865,"1,085",689,"12,580","3,078","2,548","1,597",,,,,,,,,,,,,,,
05/31/2023,United States,2022,39,2022-10-01,"58,658","52,783",776,"11,696","1,847","2,129",682,"2,594",883,"1,017",733,"12,624","3,065","2,376","1,527",,,,,,,,,,,,,,,
05/31/2023,United States,2022,40,2022-10-08,"59,678","53,540",748,"11,889","1,835","2,284",721,"2,693",842,"1,012",813,"12,710","3,156","2,193","1,345",,,,,,,,,,,,,,,
05/31/2023,United States,2022,41,2022-10-15,"59,834","53,899",820,"11,808","1,874","2,253",736,"2,659",927,"1,070",800,"13,109","3,109","2,146","1,349",,,,,,,,,,,,,,,
05/31/2023,United States,2022,42,2022-10-22,"60,211","54,365",804,"11,700","1,881","2,340",813,"2,836",916,"1,121",791,"13,101","3,116","2,188","1,373",,,,,,,,,,,,,,,
05/31/2023,United States,2022,43,2022-10-29,"60,157","54,466",810,"11,695","1,942","2,372",768,"2,713",951,"1,106",842,"13,220","3,187","2,244","1,395",,,,,,,,,,,,,,,
05/31/2023,United States,2022,44,2022-11-05,"61,173","55,168",850,"11,940","1,929","2,349",898,"2,908",926,"1,059",864,"13,071","3,165","2,244","1,415",,,,,,,,,,,,,,,
05/31/2023,United States,2022,45,2022-11-12,"61,151","55,260",809,"11,862","1,854","2,324",978,"2,874",952,"1,117",892,"13,328","3,143","2,198","1,378",,,,,,,,,,,,,,,
05/31/2023,United States,2022,46,2022-11-19,"61,764","56,156",815,"11,972","1,999","2,280","1,078","2,983",937,"1,138",904,"13,688","3,184","2,251","1,446",,,,,,,,,,,,,,,
05/31/2023,United States,2022,47,2022-11-26,"64,723","58,966",931,"12,039","2,065","2,470","1,227","3,150","1,048","1,127","1,061","14,379","3,400","2,495","1,613",,,,,,,,,,,,,,,
05/31/2023,United States,2022,48,2022-12-03,"65,897","60,146",896,"11,880","2,155","2,561","1,639","3,305","1,029","1,108","1,084","14,586","3,311","2,586","1,661",,,,,,,,,,,,,,,
05/31/2023,United States,2022,49,2022-12-10,"67,167","61,264",910,"12,020","1,999","2,591","1,782","3,500","1,093","1,183","1,118","14,642","3,326","3,026","2,071",,,,,,,,,,,,,,,
05/31/2023,United States,2022,50,2022-12-17,"66,505","60,825",930,"12,015","2,107","2,425","1,754","3,341","1,083","1,209","1,143","14,638","3,347","3,179","2,186",,,,,,,,,,,,,,,
05/31/2023,United States,2022,51,2022-12-24,"68,045","62,382",962,"12,035","2,256","2,618","1,685","3,394","1,071","1,207","1,230","15,293","3,307","3,307","2,233",,,,,,,,,,,,,,,
05/31/2023,United States,2022,52,2022-12-31,"70,264","64,436",972,"11,977","2,342","2,795","1,890","3,539","1,133","1,219","1,272","15,606","3,623","3,654","2,495",,,,,,,,,,,,,,,
05/31/2023,United States,2023,1,2023-01-07,"68,999","63,234",988,"11,923","2,212","2,549","1,768","3,376","1,080","1,258","1,549","14,909","3,518","3,849","2,698",,,,,,,,,,,,,,,
05/31/2023,United States,2023,2,2023-01-14,"66,330","61,046",937,"11,823","2,016","2,551","1,445","3,379","1,054","1,154","1,431","14,397","3,362","3,667","2,536",,,,,,,,,,,,,,,
05/31/2023,United States,2023,3,2023-01-21,"64,150","58,936",856,"11,990","1,901","2,425","1,181","3,085","1,130","1,130","1,502","13,900","3,274","3,222","2,107",,,,,,,,,,,,,,,
05/31/2023,United States,2023,4,2023-01-28,"62,392","57,485",902,"11,671","1,883","2,364","1,128","3,021","1,045","1,125","1,531","13,634","3,271","2,892","1,898",,,,,,,,,,,,,,,
05/31/2023,United States,2023,5,2023-02-04,"62,640","57,557",852,"11,833","2,023","2,271",972,"3,010","1,002","1,146","1,614","13,693","3,294","2,617","1,658",,,,,,,,,,,,,,,
05/31/2023,United States,2023,6,2023-02-11,"62,742","57,669",863,"11,975","1,947","2,420",966,"3,072","1,000","1,121","1,728","13,656","3,277","2,324","1,550",,,,,,,,,,,,,,,
05/31/2023,United States,2023,7,2023-02-18,"61,550","56,741",824,"11,733","1,959","2,354",929,"2,989","1,028","1,099","1,789","13,795","3,217","2,080","1,345",,,,,,,,,,,,,,,
05/31/2023,United States,2023,8,2023-02-25,"61,821","56,969",791,"12,013","1,930","2,271",870,"2,946",967,"1,141","1,949","13,593","3,180","2,130","1,378",,,,,,,,,,,,,,,
05/31/2023,United States,2023,9,2023-03-04,"61,027","56,400",830,"11,666","1,911","2,215",828,"3,025","1,016","1,078","2,141","13,372","3,141","1,975","1,286",,,,,,,,,,,,,,,
05/31/2023,United States,2023,10,2023-03-11,"60,300","55,815",870,"11,658","1,821","2,182",867,"2,914",987,"1,042","2,325","13,225","3,153","1,817","1,139",,,,,,,,,,,,,,,
05/31/2023,United States,2023,11,2023-03-18,"60,491","56,284",834,"11,820","1,834","2,175",838,"2,952","1,042","1,147","2,392","13,365","3,120","1,728","1,067",,,,,,,,,,,,,,,
05/31/2023,United States,2023,12,2023-03-25,"59,947","55,835",838,"11,719","1,894","2,160",914,"2,843",965,"1,158","2,586","13,169","3,186","1,614","1,049",,,,,,,,,,,,,,,
05/31/2023,United States,2023,13,2023-04-01,"59,127","55,135",809,"11,392","1,865","2,307",797,"2,994",954,"1,069","2,845","12,882","3,060","1,410",879,,,,,,,,,,,,,,,
05/31/2023,United States,2023,14,2023-04-08,"57,829","54,030",768,"11,481","1,754","2,063",852,"2,804",967,"1,067","3,123","12,566","3,064","1,332",804,,,,,,,,,,,,,,,
05/31/2023,United States,2023,15,2023-04-15,"58,109","54,566",793,"11,473","1,831","2,130",786,"2,909",988,"1,034","3,392","12,579","3,027","1,179",734,,,,,,,,,,,,,,,
05/31/2023,United States,2023,16,2023-04-22,"56,348","53,377",782,"11,141","1,667","2,089",809,"2,820",955,"1,049","3,447","12,172","3,030","1,149",715,,,,,,,,,,,,,,,
05/31/2023,United States,2023,17,2023-04-29,"54,560","52,024",776,"11,317","1,634","2,102",741,"2,728",900,956,"3,452","11,493","3,051",979,615,,,,,,,,,,,,,,,
05/31/2023,United States,2023,18,2023-05-06,"52,226","50,290",706,"11,003","1,615","1,903",692,"2,523",867,931,"3,851","11,227","2,827",856,517,,,,,,,,,,,,,,,
05/31/2023,United States,2023,19,2023-05-13,"46,370","45,738",635,"10,177","1,371","1,904",674,"2,368",794,893,"3,298","10,192","2,648",684,400,,,,,,,,,,,,,,,
05/31/2023,United States,2023,20,2023-05-20,"36,124","36,119",477,"8,130","1,022","1,528",502,"1,854",661,678,"2,579","8,045","2,064",490,297,,,,,,,,,,,,,,,
05/31/2023,Alabama,2020,1,2020-01-04,"1,082","1,009",15,196,25,54,28,86,13,25,25,268,81,0,0,,,,,,,,,,,,,,,
05/31/2023,Alabama,2020,2,2020-01-11,"1,127","1,060",25,197,17,41,27,72,20,23,34,274,68,0,0,,,,,,,,,,,,,,,
05/31/2023,Alabama,2020,3,2020-01-18,"1,039",976,28,201,24,53,31,73,21,23,24,239,45,0,0,,,,,,,,,,,,,,,
05/31/2023,Alabama,2020,4,2020-01-25,"1,056",982,16,190,23,54,29,61,11,14,23,284,70,,0,,,,,,,,,,,,,,Suppressed (counts 1-9),
05/31/2023,Alabama,2020,5,2020-02-01,"1,026",949,15,157,16,58,31,76,17,20,23,265,55,0,0,,,,,,,,,,,,,,,
05/31/2023,Alabama,2020,6,2020-02-08,"1,120","1,028",26,191,24,45,28,70,20,24,27,304,52,0,0,,,,,,,,,,,,,,,
05/31/2023,Alabama,2020,7,2020-02-15,"1,095","1,020",17,193,24,50,35,74,23,18,25,255,81,0,0,,,,,,,,,,,,,,,
05/31/2023,Alabama,2020,8,2020-02-22,"1,098","1,018",17,222,29,47,25,65,12,12,15,285,74,0,0,,,,,,,,,,,,,,,
05/31/2023,Alabama,2020,9,2020-02-29,"1,164","1,093",20,212,28,62,30,88,20,21,25,294,60,,,,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
05/31/2023,Alabama,2020,10,2020-03-07,"1,057",953,18,144,25,65,34,60,24,23,22,265,57,0,0,,,,,,,,,,,,,,,
05/31/2023,Alabama,2020,11,2020-03-14,"1,091","1,013",16,199,31,65,30,75,28,27,20,265,69,0,0,,,,,,,,,,,,,,,
05/31/2023,Alabama,2020,12,2020-03-21,"1,059",986,17,227,25,46,26,67,24,22,16,263,72,,,,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
05/31/2023,Alabama,2020,13,2020-03-28,"1,073",989,15,188,23,67,26,75,24,15,21,244,69,23,20,,,,,,,,,,,,,,,
05/31/2023,Alabama,2020,14,2020-04-04,"1,156","1,077",27,202,34,74,23,67,24,22,25,257,68,49,45,,,,,,,,,,,,,,,
05/31/2023,Alabama,2020,15,2020-04-11,"1,135","1,056",25,166,31,63,18,60,20,17,28,265,64,81,77,,,,,,,,,,,,,,,
05/31/2023,Alabama,2020,16,2020-04-18,"1,149","1,053",20,183,35,62,18,67,21,17,19,249,62,89,85,,,,,,,,,,,,,,,
05/31/2023,Alabama,2020,17,2020-04-25,"1,139","1,037",20,200,28,55,24,53,12,17,12,265,63,85,78,,,,,,,,,,,,,,,
05/31/2023,Alabama,2020,18,2020-05-02,"1,147","1,048",17,197,22,57,26,67,19,24,10,271,62,81,75,,,,,,,,,,,,,,,
05/31/2023,Alabama,2020,19,2020-05-09,"1,171","1,084",17,201,28,45,12,58,18,15,22,305,52,116,105,,,,,,,,,,,,,,,
05/31/2023,Alabama,2020,20,2020-05-16,"1,148","1,049",19,203,29,47,15,71,17,21,22,259,49,96,89,,,,,,,,,,,,,,,
05/31/2023,Alabama,2020,21,2020-05-23,"1,153","1,055",22,192,22,62,18,53,15,21,25,282,55,82,78,,,,,,,,,,,,,,,
05/31/2023,Alabama,2020,22,2020-05-30,"1,109",999,23,161,29,53,21,52,14,15,23,241,47,103,99,,,,,,,,,,,,,,,
05/31/2023,Alabama,2020,23,2020-06-06,"1,173","1,071",27,212,20,48,16,62,19,15,15,290,55,91,86,,,,,,,,,,,,,,,
05/31/2023,Alabama,2020,24,2020-06-13,"1,138","1,031",14,176,23,53,11,65,17,24,19,280,58,81,75,,,,,,,,,,,,,,,
05/31/2023,Alabama,2020,25,2020-06-20,"1,090","1,007",29,198,22,48,12,62,16,17,25,257,55,88,81,,,,,,,,,,,,,,,
05/31/2023,Alabama,2020,26,2020-06-27,"1,151","1,064",12,222,23,60,16,55,15,17,18,266,67,103,95,,,,,,,,,,,,,,,
05/31/2023,Alabama,2020,27,2020-07-04,"1,201","1,112",14,221,30,59,13,60,,18,25,296,49,125,119,,,,,,,,,Suppressed (counts 1-9),,,,,,
05/31/2023,Alabama,2020,28,2020-07-11,"1,265","1,177",17,217,31,62,12,64,14,19,23,305,72,135,122,,,,,,,,,,,,,,,
05/31/2023,Alabama,2020,29,2020-07-18,"1,289","1,201",23,203,24,68,22,71,17,19,24,273,66,192,172,,,,,,,,,,,,,,,
05/31/2023,Alabama,2020,30,2020-07-25,"1,333","1,257",21,212,28,65,17,69,10,20,22,285,78,251,241,,,,,,,,,,,,,,,
05/31/2023,Alabama,2020,31,2020-08-01,"1,364","1,269",15,198,23,56,25,74,21,20,15,310,71,263,238,,,,,,,,,,,,,,,
05/31/2023,Alabama,2020,32,2020-08-08,"1,379","1,288",15,177,32,40,21,76,14,17,27,291,69,264,253,,,,,,,,,,,,,,,
05/31/2023,Alabama,2020,33,2020-08-15,"1,305","1,207",,166,26,60,20,68,21,15,24,291,74,230,214,,,Suppressed (counts 1-9),,,,,,,,,,,,
05/31/2023,Alabama,2020,34,2020-08-22,"1,303","1,219",16,193,22,55,17,58,13,21,26,293,75,209,197,,,,,,,,,,,,,,,
05/31/2023,Alabama,2020,35,2020-08-29,"1,216","1,129",19,191,24,54,17,62,19,20,22,249,56,185,175,,,,,,,,,,,,,,,
05/31/2023,Alabama,2020,36,2020-09-05,"1,216","1,132",22,212,24,61,14,65,12,15,12,258,60,156,142,,,,,,,,,,,,,,,
05/31/2023,Alabama,2020,37,2020-09-12,"1,232","1,148",17,198,28,66,12,59,19,23,21,295,49,138,130,,,,,,,,,,,,,,,
05/31/2023,Alabama,2020,38,2020-09-19,"1,200","1,132",18,226,20,56,17,69,20,20,15,257,62,139,134,,,,,,,,,,,,,,,
05/31/2023,Alabama,2020,39,2020-09-26,"1,183","1,109",21,203,35,65,20,62,13,15,22,261,58,105,100,,,,,,,,,,,,,,,
05/31/2023,Alabama,2020,40,2020-10-03,"1,103","1,010",14,181,28,47,20,55,11,20,10,260,47,111,99,,,,,,,,,,,,,,,
05/31/2023,Alabama,2020,41,2020-10-10,"1,204","1,120",15,189,28,58,18,63,20,21,20,303,61,137,127,,,,,,,,,,,,,,,
05/31/2023,Alabama,2020,42,2020-10-17,"1,190","1,114",20,198,28,60,12,59,19,21,18,259,69,126,112,,,,,,,,,,,,,,,
05/31/2023,Alabama,2020,43,2020-10-24,"1,142","1,056",18,200,16,54,20,54,16,19,15,276,47,119,112,,,,,,,,,,,,,,,
05/31/2023,Alabama,2020,44,2020-10-31,"1,169","1,093",22,187,23,62,23,47,23,12,20,278,60,131,119,,,,,,,,,,,,,,,
05/31/2023,Alabama,2020,45,2020-11-07,"1,277","1,183",15,215,27,54,14,54,18,23,21,296,65,151,141,,,,,,,,,,,,,,,
05/31/2023,Alabama,2020,46,2020-11-14,"1,269","1,186",16,209,27,64,13,62,19,24,21,289,58,176,165,,,,,,,,,,,,,,,
05/31/2023,Alabama,2020,47,2020-11-21,"1,275","1,176",11,195,29,69,17,58,13,27,22,267,61,168,155,,,,,,,,,,,,,,,
05/31/2023,Alabama,2020,48,2020-11-28,"1,326","1,237",24,206,26,57,17,64,14,27,24,291,54,202,186,,,,,,,,,,,,,,,
05/31/2023,Alabama,2020,49,2020-12-05,"1,355","1,259",30,177,32,63,14,66,28,14,22,300,66,251,239,,,,,,,,,,,,,,,
05/31/2023,Alabama,2020,50,2020-12-12,"1,598","1,509",21,228,47,82,21,56,23,24,25,299,70,378,362,,,,,,,,,,,,,,,
05/31/2023,Alabama,2020,51,2020-12-19,"1,584","1,485",13,195,31,71,31,69,17,26,29,310,70,390,363,,,,,,,,,,,,,,,
05/31/2023,Alabama,2020,52,2020-12-26,"1,626","1,554",23,195,46,74,17,66,25,25,25,329,60,452,422,,,,,,,,,,,,,,,
05/31/2023,Alabama,2020,53,2021-01-02,"1,804","1,703",22,201,35,79,21,70,26,26,37,326,77,508,479,,,,,,,,,,,,,,,
05/31/2023,Alabama,2021,1,2021-01-09,"1,811","1,708",21,224,36,70,19,79,27,25,32,336,63,548,528,,,,,,,,,,,,,,,
05/31/2023,Alabama,2021,2,2021-01-16,"1,835","1,745",16,211,47,67,25,63,21,24,26,347,68,596,570,,,,,,,,,,,,,,,
05/31/2023,Alabama,2021,3,2021-01-23,"1,791","1,688",16,194,38,63,19,65,26,33,25,336,63,583,550,,,,,,,,,,,,,,,
05/31/2023,Alabama,2021,4,2021-01-30,"1,637","1,559",20,206,37,63,20,74,24,22,21,311,63,490,460,,,,,,,,,,,,,,,
05/31/2023,Alabama,2021,5,2021-02-06,"1,509","1,410",22,216,24,66,23,69,18,22,26,303,62,347,333,,,,,,,,,,,,,,,
05/31/2023,Alabama,2021,6,2021-02-13,"1,432","1,338",20,200,30,66,15,67,24,19,18,328,77,265,249,,,,,,,,,,,,,,,
05/31/2023,Alabama,2021,7,2021-02-20,"1,332","1,252",31,196,37,62,20,44,27,18,21,312,62,214,192,,,,,,,,,,,,,,,
05/31/2023,Alabama,2021,8,2021-02-27,"1,315","1,219",21,182,22,57,22,59,18,14,16,325,75,170,152,,,,,,,,,,,,,,,
05/31/2023,Alabama,2021,9,2021-03-06,"1,162","1,055",18,203,21,50,22,42,27,27,17,262,58,110,93,,,,,,,,,,,,,,,
05/31/2023,Alabama,2021,10,2021-03-13,"1,189","1,088",12,175,25,46,21,65,16,25,25,268,52,104,93,,,,,,,,,,,,,,,
05/31/2023,Alabama,2021,11,2021-03-20,"1,060",977,28,166,24,60,18,49,15,22,18,233,51,81,72,,,,,,,,,,,,,,,
05/31/2023,Alabama,2021,12,2021-03-27,"1,191","1,073",28,156,34,47,22,59,24,19,23,302,92,78,68,,,,,,,,,,,,,,,
05/31/2023,Alabama,2021,13,2021-04-03,"1,107","1,003",18,190,26,41,19,69,15,18,23,239,65,67,57,,,,,,,,,,,,,,,
05/31/2023,Alabama,2021,14,2021-04-10,"1,209","1,095",21,204,28,47,20,56,27,23,20,290,69,53,49,,,,,,,,,,,,,,,
05/31/2023,Alabama,2021,15,2021-04-17,"1,170","1,071",25,227,38,49,16,55,19,18,23,268,53,43,38,,,,,,,,,,,,,,,
05/31/2023,Alabama,2021,16,2021-04-24,"1,108","1,010",27,206,36,44,25,49,20,13,15,281,53,45,38,,,,,,,,,,,,,,,
05/31/2023,Alabama,2021,17,2021-05-01,"1,192","1,103",26,216,23,50,21,64,26,25,24,303,58,46,41,,,,,,,,,,,,,,,
05/31/2023,Alabama,2021,18,2021-05-08,"1,156","1,043",16,209,39,41,10,73,24,20,16,266,57,63,60,,,,,,,,,,,,,,,
05/31/2023,Alabama,2021,19,2021-05-15,"1,095",987,20,180,24,48,15,69,16,30,19,273,59,50,46,,,,,,,,,,,,,,,
05/31/2023,Alabama,2021,20,2021-05-22,"1,095","1,005",16,183,22,59,17,56,16,17,17,290,51,50,40,,,,,,,,,,,,,,,
05/31/2023,Alabama,2021,21,2021-05-29,"1,080",992,24,210,21,59,17,58,22,18,15,273,54,33,24,,,,,,,,,,,,,,,
05/31/2023,Alabama,2021,22,2021-06-05,"1,086",982,19,184,23,46,20,65,20,19,17,289,61,36,31,,,,,,,,,,,,,,,
05/31/2023,Alabama,2021,23,2021-06-12,"1,111","1,007",19,199,24,61,18,61,25,15,16,275,68,34,31,,,,,,,,,,,,,,,
05/31/2023,Alabama,2021,24,2021-06-19,"1,135","1,023",24,218,28,35,21,56,12,32,15,270,63,24,17,,,,,,,,,,,,,,,
05/31/2023,Alabama,2021,25,2021-06-26,"1,074",983,25,163,37,30,16,68,15,20,19,281,63,36,28,,,,,,,,,,,,,,,
05/31/2023,Alabama,2021,26,2021-07-03,"1,062",946,22,202,25,47,13,45,13,22,17,254,74,22,21,,,,,,,,,,,,,,,
05/31/2023,Alabama,2021,27,2021-07-10,"1,133","1,020",24,206,19,47,19,45,18,15,15,304,57,37,34,,,,,,,,,,,,,,,
05/31/2023,Alabama,2021,28,2021-07-17,"1,055",971,24,180,33,40,16,62,14,16,20,241,54,43,40,,,,,,,,,,,,,,,
05/31/2023,Alabama,2021,29,2021-07-24,"1,105",992,23,188,39,46,14,75,15,28,24,260,41,63,57,,,,,,,,,,,,,,,
05/31/2023,Alabama,2021,30,2021-07-31,"1,170","1,080",26,194,30,52,18,55,15,23,23,271,49,109,102,,,,,,,,,,,,,,,
05/31/2023,Alabama,2021,31,2021-08-07,"1,330","1,225",20,197,33,42,15,55,12,19,24,295,70,226,213,,,,,,,,,,,,,,,
05/31/2023,Alabama,2021,32,2021-08-14,"1,441","1,352",20,221,36,50,13,65,26,19,19,287,71,345,326,,,,,,,,,,,,,,,
05/31/2023,Alabama,2021,33,2021-08-21,"1,577","1,477",21,199,34,48,20,78,14,26,17,324,60,420,403,,,,,,,,,,,,,,,
05/31/2023,Alabama,2021,34,2021-08-28,"1,619","1,545",20,195,49,55,13,68,13,16,34,317,68,477,459,,,,,,,,,,,,,,,
05/31/2023,Alabama,2021,35,2021-09-04,"1,607","1,499",17,184,33,42,22,53,19,31,23,301,60,497,476,,,,,,,,,,,,,,,
05/31/2023,Alabama,2021,36,2021-09-11,"1,750","1,649",25,192,34,49,32,68,18,22,27,325,85,548,531,,,,,,,,,,,,,,,
05/31/2023,Alabama,2021,37,2021-09-18,"1,586","1,486",17,194,26,62,22,61,17,22,22,313,53,474,454,,,,,,,,,,,,,,,
05/31/2023,Alabama,2021,38,2021-09-25,"1,450","1,344",22,190,31,60,15,49,12,21,18,251,65,410,395,,,,,,,,,,,,,,,
05/31/2023,Alabama,2021,39,2021-10-02,"1,496","1,388",21,207,31,42,18,64,11,22,22,274,61,366,350,,,,,,,,,,,,,,,
05/31/2023,Alabama,2021,40,2021-10-09,"1,371","1,271",26,195,34,51,21,66,19,17,20,314,63,259,246,,,,,,,,,,,,,,,
05/31/2023,Alabama,2021,41,2021-10-16,"1,278","1,171",16,211,34,50,17,48,17,21,23,232,67,217,204,,,,,,,,,,,,,,,
05/31/2023,Alabama,2021,42,2021-10-23,"1,211","1,116",32,192,25,45,27,63,21,18,25,255,60,157,142,,,,,,,,,,,,,,,
05/31/2023,Alabama,2021,43,2021-10-30,"1,121","1,016",13,184,29,43,12,51,15,22,26,268,44,99,92,,,,,,,,,,,,,,,
05/31/2023,Alabama,2021,44,2021-11-06,"1,188","1,087",23,196,42,51,25,63,17,20,20,270,68,85,74,,,,,,,,,,,,,,,
05/31/2023,Alabama,2021,45,2021-11-13,"1,177","1,108",28,225,29,47,14,70,17,24,28,259,61,86,78,,,,,,,,,,,,,,,
05/31/2023,Alabama,2021,46,2021-11-20,"1,115","1,051",17,181,43,48,11,66,27,23,18,250,65,51,44,,,,,,,,,,,,,,,
05/31/2023,Alabama,2021,47,2021-11-27,"1,188","1,095",26,200,32,60,25,70,16,18,21,272,65,59,52,,,,,,,,,,,,,,,
05/31/2023,Alabama,2021,48,2021-12-04,"1,257","1,148",34,207,29,53,12,62,14,23,12,317,67,69,59,,,,,,,,,,,,,,,
05/31/2023,Alabama,2021,49,2021-12-11,"1,247","1,144",22,202,32,45,19,77,18,26,26,296,66,56,53,,,,,,,,,,,,,,,
05/31/2023,Alabama,2021,50,2021-12-18,"1,148","1,061",15,183,35,58,24,58,17,18,19,295,59,71,63,,,,,,,,,,,,,,,
05/31/2023,Alabama,2021,51,2021-12-25,"1,144","1,059",26,168,29,49,25,56,19,29,16,294,62,74,65,,,,,,,,,,,,,,,
05/31/2023,Alabama,2021,52,2022-01-01,"1,253","1,150",27,194,25,65,23,84,12,25,16,298,82,83,65,,,,,,,,,,,,,,,
05/31/2023,Alabama,2022,1,2022-01-08,"1,330","1,224",23,205,41,60,29,79,20,25,18,284,61,153,141,,,,,,,,,,,,,,,
05/31/2023,Alabama,2022,2,2022-01-15,"1,521","1,444",32,207,45,76,23,81,28,21,20,357,68,245,203,,,,,,,,,,,,,,,
05/31/2023,Alabama,2022,3,2022-01-22,"1,500","1,416",20,217,40,67,24,64,18,27,21,327,67,294,258,,,,,,,,,,,,,,,
05/31/2023,Alabama,2022,4,2022-01-29,"1,697","1,622",27,220,42,72,23,64,28,31,20,359,91,422,359,,,,,,,,,,,,,,,
05/31/2023,Alabama,2022,5,2022-02-05,"1,677","1,577",26,228,54,77,13,71,33,28,19,347,63,401,358,,,,,,,,,,,,,,,
05/31/2023,Alabama,2022,6,2022-02-12,"1,604","1,505",22,207,47,69,27,74,28,32,21,322,70,381,337,,,,,,,,,,,,,,,
05/31/2023,Alabama,2022,7,2022-02-19,"1,477","1,377",16,220,32,60,15,53,12,35,22,337,73,305,265,,,,,,,,,,,,,,,
05/31/2023,Alabama,2022,8,2022-02-26,"1,334","1,221",19,194,34,51,16,73,23,22,18,278,61,240,207,,,,,,,,,,,,,,,
05/31/2023,Alabama,2022,9,2022-03-05,"1,196","1,105",20,173,35,49,15,61,20,27,,279,64,159,137,,,,,,,,,,,Suppressed (counts 1-9),,,,
05/31/2023,Alabama,2022,10,2022-03-12,"1,183","1,069",24,197,31,43,17,77,15,30,11,281,56,106,85,,,,,,,,,,,,,,,
05/31/2023,Alabama,2022,11,2022-03-19,"1,138","1,043",20,194,30,37,16,66,23,23,14,290,54,74,57,,,,,,,,,,,,,,,
05/31/2023,Alabama,2022,12,2022-03-26,"1,086","1,002",17,161,26,43,13,60,16,24,20,277,48,55,36,,,,,,,,,,,,,,,
05/31/2023,Alabama,2022,13,2022-04-02,"1,046",959,26,170,37,33,22,59,24,27,17,244,65,35,22,,,,,,,,,,,,,,,
05/31/2023,Alabama,2022,14,2022-04-09,"1,089",992,17,186,38,37,20,40,14,28,18,290,64,30,21,,,,,,,,,,,,,,,
05/31/2023,Alabama,2022,15,2022-04-16,"1,074",977,19,187,29,44,13,64,24,29,18,266,63,17,,,,,,,,,,,,,,,,Suppressed (counts 1-9)
05/31/2023,Alabama,2022,16,2022-04-23,"1,038",954,24,169,34,42,17,57,24,27,15,277,49,21,15,,,,,,,,,,,,,,,
05/31/2023,Alabama,2022,17,2022-04-30,"1,054",951,21,178,26,51,11,59,25,26,17,265,66,16,10,,,,,,,,,,,,,,,
05/31/2023,Alabama,2022,18,2022-05-07,989,881,17,191,25,29,16,45,21,20,16,232,58,20,17,,,,,,,,,,,,,,,
05/31/2023,Alabama,2022,19,2022-05-14,"1,007",910,22,191,26,35,15,56,20,27,10,252,43,11,,,,,,,,,,,,,,,,Suppressed (counts 1-9)
05/31/2023,Alabama,2022,20,2022-05-21,"1,060",949,28,191,27,51,15,58,13,24,12,248,61,15,,,,,,,,,,,,,,,,Suppressed (counts 1-9)
05/31/2023,Alabama,2022,21,2022-05-28,"1,113","1,002",31,204,20,43,16,45,18,24,18,293,58,11,,,,,,,,,,,,,,,,Suppressed (counts 1-9)
05/31/2023,Alabama,2022,22,2022-06-04,"1,054",951,17,183,32,61,15,53,23,24,16,227,64,19,11,,,,,,,,,,,,,,,
05/31/2023,Alabama,2022,23,2022-06-11,"1,073",979,22,212,27,55,13,48,22,20,23,258,49,26,21,,,,,,,,,,,,,,,
05/31/2023,Alabama,2022,24,2022-06-18,"1,081",965,25,186,30,55,,40,23,21,10,286,53,25,17,,,,,,,Suppressed (counts 1-9),,,,,,,,
05/31/2023,Alabama,2022,25,2022-06-25,"1,059",978,26,186,32,44,15,58,14,24,18,270,66,21,15,,,,,,,,,,,,,,,
05/31/2023,Alabama,2022,26,2022-07-02,"1,107","1,007",25,196,25,55,11,55,24,27,15,282,48,42,36,,,,,,,,,,,,,,,
